conceptType,conceptUri,code,preferredLabel,greenShare
Occupation,http://data.europa.eu/esco/occupation/0cca32c2-9308-4927-adb2-14771ab787f0,2149.14,inżynier ds. rozliczeń,0.048780487804878
Occupation,http://data.europa.eu/esco/occupation/551a6797-3ca9-41fc-9dca-9a982a8fd8a6,2149.15,inżynier robotyki,0.0185185185185185
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,2149.16,inżynier ds. testów,0.0
Occupation,http://data.europa.eu/esco/occupation/70182f44-e444-4bf3-940f-0c054c1d5917,2149.17,"inżynier ds. badań i rozwoju technologii włókienniczych, przetwórstwa skóry i produkcji obuwia",0.1
Occupation,http://data.europa.eu/esco/occupation/29e8a27f-5e68-4d47-b991-5c41f835c72a,2149.18,inżynier do spraw innowacji,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2149,2149,Inżynierowie gdzie indziej niesklasyfikowani,0.11518351924979574
ISCO level 3,http://data.europa.eu/esco/isco/C215,215,Inżynierowie elektrotechnologii,0.05421888631058128
Occupation,http://data.europa.eu/esco/occupation/58db3ac6-5217-4d46-8a4c-126598be1d13,2151.1.1,inżynier elektroenergetyk,0.189473684210526
Occupation,http://data.europa.eu/esco/occupation/2026adb2-62d7-4b92-9ccb-105abdebe37d,2151.1.2,inżynier ds. technologii elektromagnetycznych,0.0449438202247191
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,2151.1.3,inżynier elektromechanik,0.0327868852459016
Occupation,http://data.europa.eu/esco/occupation/e69697d0-2639-4aad-b73a-05e0b98357b1,2151.1.4,inżynier górnik elektryk,0.074074074074074
Occupation,http://data.europa.eu/esco/occupation/ac37627c-a999-4779-997e-9795cc4f9a3d,2151.1.5,inżynier ds. dystrybucji energii elektrycznej,0.131868131868131
Occupation,http://data.europa.eu/esco/occupation/f1b89616-5dfe-40d4-8b02-58a6982b1a01,2151.1.6,inżynier-projektant podstacji,0.0666666666666666
Occupation,http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,2151.1,inżynier elektryk,0.125
Occupation,http://data.europa.eu/esco/occupation/716df735-77eb-47c8-8c06-d86e46903989,2151.2,inżynier ds. budowy inteligentnych domów,0.227272727272727
Occupation,http://data.europa.eu/esco/occupation/c2d36adb-ecf4-4823-980b-d84b0f11b2c8,2151.3,inżynier do spraw symulacji na bateriach,0.0
Occupation,http://data.europa.eu/esco/occupation/7648d5d9-cfab-4981-ba82-b66a9a41d37e,2151.4,inżynier systemów baterii,0.037037037037037
ISCO level 4,http://data.europa.eu/esco/isco/C2151,2151,Inżynierowie elektrycy,0.09291230265997823
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,2152.1.1,inżynier sprzętu komputerowego,0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/608edf30-fe37-4ae5-bdd1-2d3a8fd347bd,2152.1.2,inżynier lotów testowych,0.0
Occupation,http://data.europa.eu/esco/occupation/e6800524-eec2-4c33-af0e-6f36d1d679bc,2152.1.3,inżynier ds. aparatury kontrolno-pomiarowej i automatyki,0.0746268656716417
Occupation,http://data.europa.eu/esco/occupation/4874fa37-0cd1-4a68-aed8-a838851f242d,2152.1.4,inżynier języka naturalnego,0.0
Occupation,http://data.europa.eu/esco/occupation/0c7c9606-fde3-4658-8136-8fe0c9b8bd09,2152.1.5,inżynier sprzętu medycznego,0.0099009900990099
Occupation,http://data.europa.eu/esco/occupation/7b4744a8-a4e3-4104-9b74-4ec54108af7b,2152.1.6,projektant systemów mikroelektronicznych,0.0465116279069767
Occupation,http://data.europa.eu/esco/occupation/fd1c83b3-60d5-4a5f-86c5-94dc2842c246,2152.1.7.1,inżynier projektant układów scalonych,0.0
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,2152.1.7,inżynier mikroelektroniki,0.0283018867924528
Occupation,http://data.europa.eu/esco/occupation/e6dfc67e-331e-4468-a249-347a08decbdb,2152.1.8,inżynier materiałów dla mikroelektroniki,0.113924050632911
Occupation,http://data.europa.eu/esco/occupation/82616669-cc82-4455-9332-a2df209e9f3e,2152.1.9,inżynier produkcji inteligentnej mikroelektroniki,0.0909090909090909
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,2152.1.10,inżynier elektroniki mikrosystemów,0.0288461538461538
Occupation,http://data.europa.eu/esco/occupation/35d41f4f-334b-452e-9e31-99f376302493,2152.1.11,inżynier optoelektronik,0.0
Occupation,http://data.europa.eu/esco/occupation/7f46db3a-754b-4bda-b287-5932fa062ee9,2152.1.12,inżynier ds. energoelektroniki,0.0857142857142857
Occupation,http://data.europa.eu/esco/occupation/8edd8bff-cb59-4c9c-ab0f-59e77d18be48,2152.1.13,specjalista ds. konserwacji predykcyjnej,0.0
Occupation,http://data.europa.eu/esco/occupation/24161923-e3e6-4096-b377-f1ee8a7ea31b,2152.1.14,inżynier technologii satelitarnych,0.0
Occupation,http://data.europa.eu/esco/occupation/4f4d33a1-0b41-4dd9-8a42-aeba5a3974ab,2152.1.15,inżynier technologii sensorów,0.0555555555555555
Occupation,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,2152.1,inżynier elektronik,0.0862068965517241
ISCO level 4,http://data.europa.eu/esco/isco/C2152,2152,Inżynierowie elektronicy,0.0378367456710044
Occupation,http://data.europa.eu/esco/occupation/c5d36eef-df20-47a8-a332-5b4358fa83e3,2153.1.1,analityk systemów telekomunikacyjnych,0.0
Occupation,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,2153.1,inżynier ds. komunikacji,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2153,2153,Inżynierowie telekomunikacji,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C216,216,"Architekci, planiści, geodeci i projektanci",0.05944735918809828
Occupation,http://data.europa.eu/esco/occupation/efa81635-9125-4276-8902-9deb12170ea7,2161.1.1,architekt wnętrz,0.234042553191489
Occupation,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b,2161.1,architekt,0.294736842105263
ISCO level 4,http://data.europa.eu/esco/isco/C2161,2161,Architekci budowlani,0.264389697648376
Occupation,http://data.europa.eu/esco/occupation/a424aa0f-b3f1-41fb-901f-85e05fed83ed,2162.1.1,projektant krajobrazu,0.365853658536585
Occupation,http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41,2162.1,architekt krajobrazu,0.288461538461538
ISCO level 4,http://data.europa.eu/esco/isco/C2162,2162,Architekci krajobrazu,0.3271575984990615
Occupation,http://data.europa.eu/esco/occupation/1d8f8111-79dd-41dc-aa2a-12f3192dde3c,2163.1.1,projektant pojazdów,0.0208333333333333
Occupation,http://data.europa.eu/esco/occupation/d1b1dfdf-7d60-430a-b569-7dd71b2ebeaa,2163.1.2,kostiumograf,0.0
Occupation,http://data.europa.eu/esco/occupation/d1a554d0-7ad6-4d42-897e-ed31d022fb0b,2163.1.3.1,projektant odzieży/projektantka odzieży,0.0181818181818181
Occupation,http://data.europa.eu/esco/occupation/06f89f2c-c6e9-40c5-a4a5-0e34d5fbc184,2163.1.3.2,projektant obuwia,0.0588235294117647
Occupation,http://data.europa.eu/esco/occupation/a142a645-6e9e-4d86-accd-9816df857c90,2163.1.3.3,projektant wyrobów skórzanych,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/77bfd6e7-5598-4818-84cb-31e2651eb046,2163.1.3,projektant mody/projektantka mody,0.0476190476190476
Occupation,http://data.europa.eu/esco/occupation/bc4d1659-6860-488e-bc13-e87eb0e36f67,2163.1.4,projektant mebli,0.0
Occupation,http://data.europa.eu/esco/occupation/34c57104-ff9b-4003-809e-56eece3cb4d5,2163.1.5,projektant biżuterii/ projektantka biżuterii,0.0285714285714285
Occupation,http://data.europa.eu/esco/occupation/3cbbdb83-7c36-4ae5-8c45-6c284186f477,2163.1.6,wykonawca modeli,0.0
Occupation,http://data.europa.eu/esco/occupation/07c2287f-3caa-4128-b7c8-59801084d931,2163.1.7,projektant kukiełek,0.0
Occupation,http://data.europa.eu/esco/occupation/0f7c84c5-1c0d-4fc1-8949-07dbe8bd34ef,2163.1.8,projektant tkanin,0.074074074074074
Occupation,http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775,2163.1,projektant wzornictwa przemysłowego,0.0149253731343283
Occupation,http://data.europa.eu/esco/occupation/d515e82a-ca9f-4be4-9823-33694dff7304,2163.2,technik konstruktor wyrobów skórzanych,0.0476190476190476
Occupation,http://data.europa.eu/esco/occupation/6d765c21-267d-4d3d-a989-9b7596670477,2163.3,specjalista ds. barwienia tkanin,0.0769230769230769
Occupation,http://data.europa.eu/esco/occupation/6833077e-e521-4605-bc1a-893f4b3d811c,2163.4,projektant wyrobów tekstylnych,0.027027027027027
ISCO level 4,http://data.europa.eu/esco/isco/C2163,2163,Projektanci wzornictwa przemysłowego i projektanci mody,0.030020802773948783
Occupation,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94,2164.1,planista przestrzenny,0.236842105263157
Occupation,http://data.europa.eu/esco/occupation/3b129d8d-268e-465a-b0c5-bf32cae59a41,2164.2,kierownik ds. usług mobilności,0.216216216216216
Occupation,http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e,2164.3,planista transportu,0.183673469387755
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,2164.4,urbanista,0.182926829268292
ISCO level 4,http://data.europa.eu/esco/isco/C2164,2164,Urbaniści i inżynierowie ruchu drogowego,0.204914655033855
Occupation,http://data.europa.eu/esco/occupation/2561879a-dd0a-454e-ae6e-9be6c488eb56,2165.1,inżynier geodeta - kataster i gospodarka nieruchomościami,0.0
Occupation,http://data.europa.eu/esco/occupation/ad8ab454-b506-46a5-afd3-66bbffd54115,2165.2,kartograf,0.0204081632653061
Occupation,http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,2165.3,inżynier geodeta – geomatyka,0.0697674418604651
Occupation,http://data.europa.eu/esco/occupation/439c52ae-23ce-4d1e-bea1-bac135497977,2165.4.1,inżynier geodeta - hydrografia,0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,2165.4.2,inżynier geodeta - geodezja górnicza,0.0
Occupation,http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8,2165.4,inżynier geodeta,0.0566037735849056
ISCO level 4,http://data.europa.eu/esco/isco/C2165,2165,Kartografowie i geodeci,0.028251108572991582
Occupation,http://data.europa.eu/esco/occupation/bab5fa79-7f96-4e21-87b6-1eba560b8d9a,2166.1,grafik komputerowy 3D,0.0
Occupation,http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53,2166.2,twórca układów animacji,0.0
Occupation,http://data.europa.eu/esco/occupation/52df9d56-efd4-48d0-ad93-59231943fc4c,2166.3.1,animator obiektów trójwymiarowych,0.0
Occupation,http://data.europa.eu/esco/occupation/48c8eccb-4bd0-487e-a187-4953cbbe956e,2166.3,specjalista do spraw animacji multimedialnej,0.0
Occupation,http://data.europa.eu/esco/occupation/78216000-edc1-474b-9569-28ed6a657da2,2166.4,grafik komputerowy DTP,0.0
Occupation,http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f,2166.5,artysta sztuki cyfrowej,0.024390243902439
Occupation,http://data.europa.eu/esco/occupation/d68ff35f-e34d-4e32-88ab-d6c06a6c25b9,2166.6,projektant gier,0.0
Occupation,http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb,2166.7,projektant mediów cyfrowych,0.0
Occupation,http://data.europa.eu/esco/occupation/11830794-108c-48fe-a282-2cd7a2945344,2166.8,projektant gier hazardowych,0.0
Occupation,http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2,2166.9,projektant grafiki,0.0
Occupation,http://data.europa.eu/esco/occupation/1b949bae-882f-40ff-9fe7-3c8ede5e38b5,2166.10,ilustrator,0.0
Occupation,http://data.europa.eu/esco/occupation/068df7d1-516f-4829-b339-294cb0cf6318,2166.11,realizator światła scenicznego,0.028169014084507
Occupation,http://data.europa.eu/esco/occupation/c995fe34-0909-4ce3-b7b7-97945efede56,2166.12,twórca projekcji wideo,0.0
Occupation,http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974,2166.13,twórca efektów specjalnych,0.0
Occupation,http://data.europa.eu/esco/occupation/364d9e9f-b14c-4905-b9e5-5de623dba268,2166.14,animator poklatkowy,0.0
Occupation,http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e,2166.15,projektant stron internetowych,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2166,2166,Projektanci grafiki i multimediów,0.003284953624184125
ISCO level 3,http://data.europa.eu/esco/isco/C221,221,Lekarze,0.0
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,2211.1,lekarz podstawowej opieki zdrowotnej,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2211,2211,Lekarze bez specjalizacji lub w trakcie specjalizacji,0.0
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,2212.1,lekarz – specjalista,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2212,2212,Lekarze specjaliści,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C222,222,Pielęgniarki i położne,0.00776405391339631
Occupation,http://data.europa.eu/esco/occupation/36494988-69d2-4420-9db4-eb56605ac983,2221.1,pielęgniarz zaawansowanej praktyki/pielęgniarka zaawansowanej praktyki,0.010752688172043
Occupation,http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50,2221.2,pielęgniarz/pielęgniarka praktyki ogólnej,0.00943396226415094
Occupation,http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba,2221.3,pielęgniarz - specjalista/pielęgniarka – specjalista,0.0108695652173913
ISCO level 4,http://data.europa.eu/esco/isco/C2221,2221,Pielęgniarki specjalistki,0.010352071884528413
Occupation,http://data.europa.eu/esco/occupation/95cda6a9-a70a-4a93-9442-11d573cb4a02,2222.1,położny/położna,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2222,2222,Położne specjalistki,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C223,223,Specjaliści medycyny tradycyjnej i komplementarnej,0.0
Occupation,http://data.europa.eu/esco/occupation/754c349d-67d5-48e5-81c1-e84d2fab59d0,2230.1,aromaterapeuta / aromaterapeutka,0.0
Occupation,http://data.europa.eu/esco/occupation/2dcb5dad-1902-4051-9023-d725485479a7,2230.2.1,akupunkturzysta/akupunkturzystka,0.0
Occupation,http://data.europa.eu/esco/occupation/61704d4b-f54b-43e5-a7de-bfd7a76f2f0d,2230.2.2,homeopata,0.0
Occupation,http://data.europa.eu/esco/occupation/80a2aba7-ef7d-46ef-a8ec-15ff6131c0f1,2230.2.3,terapeuta tradycyjnej medycyny chińskiej,0.0
Occupation,http://data.europa.eu/esco/occupation/c2a29b8d-1042-4766-a162-e174c7a77421,2230.2,terapeuta w dziedzinie medycyny komplementarnej,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2230,2230,Specjaliści medycyny tradycyjnej i komplementarnej,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C225,225,Lekarze weterynarii,0.06376434281572617
Occupation,http://data.europa.eu/esco/occupation/be2896db-9ab7-4719-a558-96b18c93027d,2250.1,kręgarz zwierząt,0.0869565217391304
Occupation,http://data.europa.eu/esco/occupation/e81269d8-f301-4c82-9235-ba33ec9b0434,2250.2,osteopata weterynaryjny,0.0606060606060606
Occupation,http://data.europa.eu/esco/occupation/5beafebe-9211-4b3a-adf1-6161097a3975,2250.3,zoofizjoterapeuta,0.0869565217391304
Occupation,http://data.europa.eu/esco/occupation/f4f671d5-208f-4423-a250-c049de8d9adc,2250.4.1,hydroterapeuta weterynaryjny,0.0909090909090909
Occupation,http://data.europa.eu/esco/occupation/0abed785-00f8-4692-9f5f-f2b56efdb829,2250.4.2,fizjoterapeuta weterynaryjny,0.0909090909090909
Occupation,http://data.europa.eu/esco/occupation/0b2d3242-22a3-4de5-bd29-efd39cdf2c31,2250.4,zooterapeuta,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/8467dda9-34c6-4c6f-aa37-e7bddffac007,2250.5,specjalista ds. zdrowia zwierząt wodnych,0.157142857142857
Occupation,http://data.europa.eu/esco/occupation/eb6efbb9-9216-4e86-bc3b-de2223cd4667,2250.6,lekarz weterynarii,0.0259740259740259
Occupation,http://data.europa.eu/esco/occupation/4ce42c3c-8a46-40b6-9274-1f5cee3c5cba,2250.7,główny lekarz weterynarii,0.0384615384615384
Occupation,http://data.europa.eu/esco/occupation/08984bec-31d8-4bb0-aa2f-d557761ff029,2250.8,weterynarz specjalista,0.0277777777777777
Occupation,http://data.europa.eu/esco/occupation/557f9ccc-4e46-4bb2-8d20-272cd978b152,2250.9,naukowiec w dziedzinie weterynarii,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2250,2250,Lekarze weterynarii,0.06376434281572617
ISCO level 3,http://data.europa.eu/esco/isco/C226,226,Inni specjaliści ochrony zdrowia,0.023941689575319537
Occupation,http://data.europa.eu/esco/occupation/e52b5707-7097-4dbc-ac61-054e917da241,2261.1,lekarz dentysta,0.0
Occupation,http://data.europa.eu/esco/occupation/a580e79a-b752-49c1-b033-b5ab2b34bfba,2261.2,lekarz dentysta – specjalista,0.0
Occupation,http://data.europa.eu/esco/occupation/d18deca3-3063-4970-9ddc-e3c70404a28c,2261.3,higienista stomatologiczny / higienistka stomatologiczna,0.0
Occupation,http://data.europa.eu/esco/occupation/76bded28-876a-40b2-9efb-3123c8f14cf6,2261.4,technik dentystyczny,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2261,2261,Lekarze dentyści specjaliści,0.0
Occupation,http://data.europa.eu/esco/occupation/0f845e64-de8b-431e-9fe3-1bccf8e1c5b9,2262.1.1,inspektor farmaceutyczny,0.0
Occupation,http://data.europa.eu/esco/occupation/5fd099da-218a-460e-bd5b-b42f1b76c67c,2262.1.2.1,farmaceuta – specjalista farmacji szpitalnej,0.0192307692307692
Occupation,http://data.europa.eu/esco/occupation/53cdcc84-e5ee-488c-aa09-88084e06d6d7,2262.1.2.2,farmaceuta – specjalista farmacji przemysłowej,0.0217391304347826
Occupation,http://data.europa.eu/esco/occupation/8db28ebf-8818-4639-aa49-30324901836e,2262.1.2,farmaceuta – specjalista farmacji przemysłowej i szpitalnej,0.0166666666666666
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,2262.1,farmaceuta,0.008130081300813
Occupation,http://data.europa.eu/esco/occupation/7b74626d-b487-48a1-9e80-47faf9928210,2262.2,technik farmaceutyczny,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2262,2262,Farmaceuci,0.010961107938838567
Occupation,http://data.europa.eu/esco/occupation/72913ee1-1696-4d74-b26f-681d17887c58,2263.1,koordynator ds. zarządzania kryzysowego,0.2
Occupation,http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,2263.2,specjalista ds. bezpieczeństwa żywności,0.0
Occupation,http://data.europa.eu/esco/occupation/1d75ea5a-f902-4b47-8d63-5c6d2a5c0bb5,2263.3.1,ergonomista,0.0
Occupation,http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439,2263.3,specjalista bezpieczeństwa i higieny pracy,0.131578947368421
Occupation,http://data.europa.eu/esco/occupation/bf802371-4758-4268-a780-58e3d269831b,2263.5,inspektor ochrony radiologicznej,0.4375
ISCO level 4,http://data.europa.eu/esco/isco/C2263,2263,"Specjaliści do spraw higieny, bezpieczeństwa pracy i środowiska",0.15381578947368418
Occupation,http://data.europa.eu/esco/occupation/a317e9c2-62d5-4a24-8ad4-5cb7b9db3f3b,2264.1,główny fizjoterapeuta,0.0
Occupation,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,2264.2,fizjoterapeuta,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2264,2264,Fizjoterapeuci,0.0
Occupation,http://data.europa.eu/esco/occupation/c37d0026-989b-4705-9bcb-30cccd8308fa,2265.1.1,specjalista ds. żywienia człowieka - dania gotowe,0.0
Occupation,http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,2265.1,specjalista ds. dietetyki,0.00970873786407766
ISCO level 4,http://data.europa.eu/esco/isco/C2265,2265,Dietetycy i żywieniowcy,0.00485436893203883
Occupation,http://data.europa.eu/esco/occupation/c4d6d07a-ae90-40ce-bc5a-c952805a9bf3,2266.1,lekarz – specjalista audiologii i foniatrii,0.0
Occupation,http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7,2266.2,logopeda,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2266,2266,Audiofonolodzy i logopedzi,0.0
Occupation,http://data.europa.eu/esco/occupation/bffbe18a-cb8b-4f90-bd87-7505cd3b16f5,2267.1,optometrysta,0.0
Occupation,http://data.europa.eu/esco/occupation/771244bf-b204-4e7f-8b25-ee523ae7b791,2267.2,ortoptysta,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2267,2267,Optometryści,0.0
Occupation,http://data.europa.eu/esco/occupation/49e4e358-8ba3-4a05-8ef9-abb73156f5f7,2269.1,chiropraktyk,0.0
Occupation,http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022,2269.2,kinezjolog,0.0
Occupation,http://data.europa.eu/esco/occupation/047108c3-f987-40a4-bef0-f2b3407ec16a,2269.3,Ekspert fizyki medycznej,0.0681818181818181
Occupation,http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab,2269.4,terapeuta zajęciowy,0.0
Occupation,http://data.europa.eu/esco/occupation/82cbe20d-967c-4161-9ecd-eafc724d171c,2269.5,asystent terapii zajęciowej/asystentka terapii zajęciowej,0.0
Occupation,http://data.europa.eu/esco/occupation/cf9b6da9-3a59-4780-bec9-500b148b8878,2269.6,lekarz – specjalista podiatrii,0.0
Occupation,http://data.europa.eu/esco/occupation/4f08cd74-71c6-43aa-88d4-841e5bb677f7,2269.7,asystent/asystentka lekarza podiatry,0.0
Occupation,http://data.europa.eu/esco/occupation/7d092380-1c2e-48fe-81de-0d191b4e96d6,2269.8.1,technik diagnostyki obrazowej,0.0140845070422535
Occupation,http://data.europa.eu/esco/occupation/5efb4fff-8c5f-4697-9587-034d9f6af094,2269.8.2,technik medycyny nuklearnej,0.0149253731343283
Occupation,http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05,2269.8,technik elektroradiolog,0.0131578947368421
Occupation,http://data.europa.eu/esco/occupation/e6023abf-ced3-4ac9-9437-cc79e4396e3e,2269.9.1,specjalista zooterapii,0.0333333333333333
Occupation,http://data.europa.eu/esco/occupation/eb48ccbd-75f2-4799-81be-443034858473,2269.9.2,specjalista arteterapii,0.0
Occupation,http://data.europa.eu/esco/occupation/789d9781-8724-4367-936a-3a4cb7c54315,2269.9.3,specjalista choreoterapii,0.0
Occupation,http://data.europa.eu/esco/occupation/3d616092-b4fd-4c14-b0e9-a9119bbbd171,2269.9.4,muzykoterapeuta,0.0
Occupation,http://data.europa.eu/esco/occupation/f9395e4d-d66f-49ce-a8f5-721991139e79,2269.9,terapeuta rekreacyjny,0.0
Occupation,http://data.europa.eu/esco/occupation/be235deb-6181-43ca-8127-7010a689643a,2269.10,specjalista chiropraktyk,0.0
Occupation,http://data.europa.eu/esco/occupation/a7198837-139d-49c7-8fd0-eb8d8c1ee844,2269.11,osteopata,0.0
Occupation,http://data.europa.eu/esco/occupation/4a5b3686-eea4-4ba0-b446-33f7b6a95aed,2269.12,technik patomorfologii,0.0212765957446808
Occupation,http://data.europa.eu/esco/occupation/d117ef65-b253-4f04-bc85-353ef853443a,2269.13.1,cytotechnolog,0.0181818181818181
Occupation,http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6,2269.13,technik analityki medycznej,0.0236220472440944
Occupation,http://data.europa.eu/esco/occupation/b7b17a85-ccd0-4d2f-92f2-7e99839731b0,2269.14,biomedyk - badania zaawansowane,0.0333333333333333
Occupation,http://data.europa.eu/esco/occupation/500b7b14-507c-4c49-816d-c1d0b05b85e4,2269.15,technik ortopeda,0.0
Occupation,http://data.europa.eu/esco/occupation/acbb7a20-c947-480d-a07e-868a0ab3eab8,2269.16,biomedyk,0.0166666666666666
ISCO level 4,http://data.europa.eu/esco/isco/C2269,2269,Specjaliści ochrony zdrowia gdzie indziej niesklasyfikowani,0.011163625547789935
ISCO level 3,http://data.europa.eu/esco/isco/C231,231,Nauczyciele akademiccy,0.003860340675313827
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,2310.1.1,wykładowca akademicki w dziedzinie antropologii,0.0
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,2310.1.2,wykładowca akademicki w dziedzinie archeologii,0.0116279069767441
Occupation,http://data.europa.eu/esco/occupation/4e8a5d3e-66de-4661-9927-ef3123cc79e9,2310.1.3,wykładowca akademicki w dziedzinie architektury,0.053763440860215
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,2310.1.4,wykładowca akademicki w zakresie dyscyplin artystycznych,0.0
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,2310.1.5,asystent,0.0
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,2310.1.6,wykładowca akademicki w dziedzinie nauk biologicznych,0.0
Occupation,http://data.europa.eu/esco/occupation/30058b71-fe16-45ea-a2b8-d5461c706372,2310.1.7,wykładowca akademicki z dziedziny biznesu,0.0
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,2310.1.8,wykładowca akademicki w dziedzinie chemii,0.0219780219780219
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,2310.1.9,wykładowca akademicki języków klasycznych,0.0
Occupation,http://data.europa.eu/esco/occupation/49023c69-302f-4671-b26f-7229d1a53915,2310.1.10,wykładowca akademicki w dziedzinie komunikacji społecznej,0.0
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,2310.1.11,wykładowca akademicki w dziedzinie informatyki,0.0
Occupation,http://data.europa.eu/esco/occupation/3d7a1284-824c-47d9-8387-b8e1cd5888b5,2310.1.12,wykładowca akademicki w dziedzinie stomatologii,0.0
Occupation,http://data.europa.eu/esco/occupation/306e9867-cf55-446f-88c6-8adad5369f8c,2310.1.13,wykładowca akademicki z dziedziny nauki o ziemi,0.0352941176470588
Occupation,http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659,2310.1.14,wykładowca akademicki z dziedziny ekonomii,0.0112359550561797
