conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,2654,reżyser techniczny,,,released,2024-01-25T11:28:50.295Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Reżyserzy techniczni realizują wizje artystyczne twórców w ramach ograniczeń technicznych. Koordynują działania różnych jednostek produkcyjnych, takich jak scena, garderoba, głośność, dźwięk i oświetlenie oraz makijaż. Dostosowują prototyp i analizują wykonalność, wdrażanie, funkcjonowanie i techniczne monitorowanie projektu artystycznego. Są również odpowiedzialni za sprzęt i wyposażenie techniczne.",2654.1.7,http://data.europa.eu/ux2/nace2.1/9031
Occupation,http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84,8121,operator ciągarki,"operator ciągarki drutu
operator maszyn do produkcji drutów i prętów
ciągacz drutu
ciągacz rur",,released,2024-01-23T10:09:32.099Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorzy ciągarek ustawiają i obsługują ciągarki do wyrobów z metali żelaznych i nieżelaznych, przeznaczone do wykonywania drutów, prętów, rur, profili drążonych i tubek o określonej formie, poprzez zmniejszanie ich przekroju poprzecznego i przeciąganie materiałów roboczych przez szereg ciągadeł.",8121.4,http://data.europa.eu/ux2/nace2.1/242
Occupation,http://data.europa.eu/esco/occupation/0019b951-c699-4191-8208-9822882d150c,7543,inspektor jakości instrumentów precyzyjnych,kontroler jakości precyzyjnych instrumentów pomiarowych,,released,2024-01-25T15:00:12.188Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Inspektorzy jakości instrumentów precyzyjnych dbają o to, aby urządzenia precyzyjne, takie jak mikrometry i przyrządy pomiarowe, działały zgodnie ze specyfikacjami projektowymi. Mogą oni regulować urządzenia precyzyjne i ich elementy w przypadku jakichkolwiek usterek.",7543.10.3,http://data.europa.eu/ux2/nace2.1/2651
Occupation,http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97,3155,technik urządzeń ruchu lotniczego,,,released,2024-01-29T16:01:13.998Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Technicy urządzeń ruchu lotniczego udzielają wsparcia technicznego w zakresie bezpieczeństwa systemów kontroli ruchu lotniczego i systemów nawigacji lotniczej. Zajmują się projektowaniem, konserwacją, instalacją i obsługą tych systemów w porcie lotniczym, jak i na pokładzie samolotu zgodnie z przepisami.",3155.1,http://data.europa.eu/ux2/nace2.1/5223
Occupation,http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f,2431,menedżer ds. przychodów z hotelarstwa,"kierownik ds. przychodów
kierownik ds. przychodów z hotelarstwa
menedżer ds. przychodów",,released,2024-01-11T10:28:45.871Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Menedżerowie ds. przychodów z hotelarstwa maksymalizują dochody z obiektów, takich jak hotele, kurorty wakacyjne i pola kempingowe, analizując tendencje i konkurencję. Pomagają zarządzającym w podejmowaniu decyzji strategicznych. Menedżerowie ds. przychodów z hotelarstwa analizują i optymalizują potencjał finansowy obiektów i zarządzają personelem obiektów.",2431.9,"http://data.europa.eu/ux2/nace2.1/701,
http://data.europa.eu/ux2/nace2.1/55"
Occupation,http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,3212,asystent / asystentka w laboratorium medycznym,"asystent w laboratorium medycznym
asystentka w laboratorium medycznym",,released,2024-01-24T15:38:45.842Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Asystenci / asystentki w laboratorium medycznym pracują pod nadzorem naukowca prowadzącego badania biomedyczne i wykonują podstawowe procedury laboratoryjne. Wykonują prace z próbkami przed analizą, takie jak sprawdzanie danych dotyczących próbek pobranych do analizy, obsługa analizatorów, ładowanie odczynników oraz pakowanie próbek. Wykonują również czynności biurowe, takie jak monitorowanie poziomu zapasów odczynników wykorzystywanych w analizie.",3212.2,http://data.europa.eu/ux2/nace2.1/861
Occupation,http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,3116,technik diagnosta nawierzchni asfaltowych,,,released,2024-01-26T15:03:25.743Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Technicy diagności nawierzchni asfaltowych przeprowadzają kontrole asfaltu i powiązanych surowców oraz badania laboratoryjne, zapewniając wysoką jakość produktów. Biorą również udział w pracach przy rozwiązywaniu problemów technicznych na placach budowy.",3116.1.1,"http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/2399"
Occupation,http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,5312,asystent nauczyciela w szkole podstawowej,asystentka nauczyciela w szkole podstawowej,,released,2023-07-04T08:19:38.994Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Asystenci nauczyciela w szkole podstawowej udzielają nauczycielom szkół podstawowych wsparcia metodycznego i praktycznego. Powtarzają wydane polecenia uczniom wymagającym dodatkowej uwagi i przygotowują materiały potrzebne nauczycielowi w klasie. Wykonują również pracę biurową, śledzą postępy w nauce i zachowania uczniów oraz nadzorują uczniów w obecności wychowawcy i pod jego nieobecność.",5312.2,http://data.europa.eu/ux2/nace2.1/852
Occupation,http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,2264,fizjoterapeuta,,,released,2024-01-16T10:48:48.922Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Fizjoterapeuci są niezależnymi profesjonalistami w dziedzinie zdrowia, którzy są odpowiedzialni za rozwój, utrzymanie lub odtworzenie funkcji silnika i przemieszczania się przez cały okres życia w oparciu o praktykę opartą na dowodach. Łagodzą ból i leczą lub zapobiegają stanom fizycznym związanym z uszkodzeniem ciała, chorobą lub innym upośledzeniem. Fizjoterapeuci wzmacniają pacjentów i ich opiekunów, aby poradzić sobie ze stanem poklinicznym. Działają w ramach swoich praktyk i kodeksu postępowania zawodowego. ",2264.2,http://data.europa.eu/ux2/nace2.1/8695
Occupation,http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96,2310,instruktor teatralny sztuk performatywnych w konserwatorium,,,released,2024-01-16T13:49:12.7Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Instruktorzy teatralni sztuk performatywnych w konserwatorium kształcą studentów w określonej teorii, a przede wszystkim prowadzą praktyczne zajęcia teatralne w specjalistycznym teatrze, lub poprzez działanie, szkołę lub konserwatoria na poziomie szkolnictwa wyższego. Przekazują oni teoretyczne instrukcje dotyczące praktycznych umiejętności i technik, które studenci muszą opanować w teatrze. Instruktorzy teatralni sztuk performatywnych w konserwatorium monitorują postępy studentów, w razie konieczności indywidualnie pomagają i oceniają ich wiedzę i wyniki praktyki teatralnej dzięki zadaniom, testom i egzaminom.",2310.1.30,"http://data.europa.eu/ux2/nace2.1/854,
http://data.europa.eu/ux2/nace2.1/853"
Occupation,http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,8160,operator urządzeń do uwodorniania,"operator linii do uwodorniania
operator sprzętu do uwodorniania
operator maszyn do uwodorniania",,released,2024-01-24T09:18:05.061Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Operatorzy urządzeń do uwodorniania kontrolują urządzenia do przetwarzania olejów bazowych do wytwarzania margaryny i tłuszczów cukierniczych.,8160.39,http://data.europa.eu/ux2/nace2.1/104
Occupation,http://data.europa.eu/esco/occupation/0090dd54-057a-4f65-bbe8-f74c4999e8e8,8160,operator urządzeń do wytwarzania makaronów,"operator produkcji makaronów
operatorzy urządzeń do wytwarzania makaronów
operator urządzenia do wytwarzania makaronów
operator procesu produkcji makaronów",,released,2024-02-22T16:06:16.592Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorzy urządzeń do wytwarzania makaronów wytwarzają suche produkty makaronowe. Wyładowują surowce z silosów magazynowych i systemów dostarczania składników. Operatorzy ci mieszają, prasują, wytłaczają do osiągnięcia pożądanych poziomów wysuszenia makaronu.",8160.46,http://data.europa.eu/ux2/nace2.1/1073
Occupation,http://data.europa.eu/esco/occupation/00913533-5237-4870-9003-d1cb806603c9,1420,kierownik sklepu z papierosami i artykułami dla palaczy,"kierownik sklepu z cygarami
kierownik sklepu z tytoniem",,released,2024-01-26T16:51:59.766Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Kierownicy sklepów z papierosami i artykułami dla palaczy przyjmują na siebie odpowiedzialność za działania i personel w wyspecjalizowanych sklepach.,1420.4.42,http://data.europa.eu/ux2/nace2.1/4726
Occupation,http://data.europa.eu/esco/occupation/009d29de-5872-43be-8d9b-abd27f8c99f1,5249,"pracownik obsługi wypożyczalni pozostałych maszyn, urządzeń oraz dóbr materialnych",,,released,2024-01-25T09:35:09.037Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Pracownicy obsługi wypożyczalni pozostałych maszyn, urządzeń oraz dóbr materialnych są odpowiedzialni za wynajem sprzętu i określanie konkretnych okresów ich użytkowania. Dokumentują zawierane transakcje, ubezpieczenia i płatności.",5249.2.1,http://data.europa.eu/ux2/nace2.1/7739
Occupation,http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,2165,inżynier geodeta - geodezja górnicza,,,released,2024-01-25T15:10:08.054Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Inżynierowie geodeci (geodezja górnicza) przygotowują i utrzymują plany górnicze zgodnie z wymogami ustawowymi i wymogami w zakresie zarządzania. Prowadzą oni rejestr postępów w zakresie czynności górniczych oraz w zakresie wydobycia rudy lub minerałów.,2165.4.2,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/0891,
http://data.europa.eu/ux2/nace2.1/07,
http://data.europa.eu/ux2/nace2.1/4312,
http://data.europa.eu/ux2/nace2.1/0899"
Occupation,http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,2263,specjalista ds. bezpieczeństwa żywności,ekspert ds. bezpieczeństwa żywności,,released,2024-01-25T10:40:47.807Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Specjaliści ds. bezpieczeństwa żywności organizują procesy i wdrażają procedury w celu uniknięcia problemów związanych z bezpieczeństwem żywności. Działają zgodnie z przepisami.,2263.2,http://data.europa.eu/ux2/nace2.1/10
Occupation,http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,7233,technik maszyn rolniczych,"mechanik sprzętu rolniczego
technik maszyn rolnych
mechanik maszyn rolniczych
technik sprzętu rolniczego
technicy maszyn rolniczych
technik rolniczych maszyn",,released,2024-01-25T10:01:35.496Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Technicy maszyn rolniczych dokonują konserwacji, remontów i napraw urządzeń i maszyn rolniczych.",7233.8,http://data.europa.eu/ux2/nace2.1/3312
Occupation,http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,8331,kierowca autobusu,kierowca autobusu komunikacji miejskiej,,released,2024-01-16T13:08:38.228Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Kierowcy autobusów obsługują autobusy lub autokary, pobierają opłaty i opiekują się pasażerami.",8331.1,"http://data.europa.eu/ux2/nace2.1/4931,
http://data.europa.eu/ux2/nace2.1/4932"
Occupation,http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,1324,kierownik do spraw importu i eksportu mięsa i produktów mięsnych,,,released,2024-01-26T11:38:36.28Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Kierownicy do spraw importu i eksportu mięsa i produktów mięsnych wdrażają i utrzymują procedury dla transgranicznej działalności gospodarczej, koordynując działania stron wewnętrznych i zewnętrznych.",1324.3.2.22,"http://data.europa.eu/ux2/nace2.1/4617,
http://data.europa.eu/ux2/nace2.1/4632"
Occupation,http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,2422,specjalista ds. polityki mieszkaniowej,referent ds. polityki mieszkaniowej,,released,2023-10-31T17:37:46.596Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specjaliści ds. polityki mieszkaniowej badają, analizują i opracowują polityki mieszkaniowe, które zapewniają wszystkim przystępne cenowo i odpowiednie warunki mieszkaniowe. Wdrażają wspomniane polityki w celu poprawy sytuacji mieszkaniowej ludności za pomocą takich środków, jak tworzenie przystępnych cenowo mieszkań, wspieranie nabywania nieruchomości oraz poprawa warunków w istniejących budynkach. Specjaliści ds. polityki mieszkaniowej ściśle współpracują z partnerami, organizacjami zewnętrznymi i innymi zainteresowanymi podmiotami i regularnie przekazują im aktualne informacje.",2422.12.8,http://data.europa.eu/ux2/nace2.1/8412
Occupation,http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,3434,pierwszy szef kuchni,"główny szef kuchni
naczelny szef kuchni
przełożony szef kuchni",,released,2024-01-26T12:38:03.594Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Pierwsi szefowie kuchni zarządzają kuchnią, nadzorując przygotowanie, gotowanie i wydawanie żywności.",3434.1.1,http://data.europa.eu/ux2/nace2.1/5611
Occupation,http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,8131,operator urządzeń do produkcji włóknin nietkanych,,,released,2023-12-19T10:24:29.092Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Operatorzy urządzeń do produkcji włóknin nietkanych wykonują czynności związane z przetwarzaniem chemicznym włóknin nietkanych.,8131.15,http://data.europa.eu/ux2/nace2.1/1395
Occupation,http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,1345,rektor,"rektor politechniki
dyrektor placówki szkolnictwa wyższego
rektor uniwersytetu",,released,2024-01-26T12:43:59.132Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Rektorzy zarządzają bieżącą działalnością instytucji szkolnictwa wyższego, takiej jak uniwersytet lub szkoła zawodowa. Rektorzy podejmują decyzje w sprawie naboru i są odpowiedzialni za przestrzeganie standardów programu nauczania, które ułatwiają studentom rozwój akademicki. Zarządzają pracownikami, budżetem szkoły, programami na terenie kampusu oraz nadzorują komunikację między departamentami. Zapewniają również, że instytucja spełnia ustanowione prawem krajowe wymogi w zakresie edukacji.",1345.1.5,http://data.europa.eu/ux2/nace2.1/8569
Occupation,http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,3123,brygadzista robót izolacyjnych,,,released,2025-07-29T10:55:01.302Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Brygadziści robót izolacyjnych monitorują działania związane z izolacją. Przydzielają zadania i podejmują szybkie decyzje w celu rozwiązania problemów.,3123.1.13,http://data.europa.eu/ux2/nace2.1/4323
Occupation,http://data.europa.eu/esco/occupation/01989dd8-36c0-43cc-a82d-2bfc409de9c4,2149,inżynier ds. demontażu i wyburzania obiektów,inżynier budownictwa - wyburzanie obiektów,,released,2024-01-29T16:00:05.821Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Inżynierowie ds. demontażu i wyburzania obiektów prowadzą badania i planują optymalny sposób demontażu urządzeń przemysłowych, maszyn i budynków, które osiągnęły etap wycofany z eksploatacji. Analizują oni wymagane prace i harmonogram poszczególnych operacji. Przekazują oni instrukcje kierownikom zespołów i nadzorują ich pracę.",2149.8,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/3821"
Occupation,http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,3315,specjalista ds. obsługi roszczeń,likwidator szkód,,released,2024-01-24T15:45:53.002Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specjaliści ds. obsługi roszczeń zapewniają, aby wszystkie roszczenia ubezpieczeniowe były odpowiednio obsługiwane oraz aby dokonywano płatności na rzecz ubezpieczonych z tytułu ważnych roszczeń. Wykorzystują dane statystyczne i sprawozdania, aby w razie potrzeby obliczyć i dostosować roszczenia, komunikują się z posiadaczami polis i wskazują im konieczne działania oraz monitorują postępy w obsłudze roszczeń.",3315.3,http://data.europa.eu/ux2/nace2.1/6621
Occupation,http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,1223,kierownik ds. rozwoju produktów w branży odzieżowej,"kierownik projektu
menedżer marki
główny projektant
dyrektor kolekcji
kierownik  ds. zakupów",,released,2024-01-16T15:06:01.417Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Kierownicy ds. rozwoju produktów w branży odzieżowej definiują pojęcia produktu, które są zgodne z docelowymi odbiorcami i ogólną strategią marketingową. Otrzymują oni ustalenia i specyfikacje w celu prowadzenia briefingów i wdrażania wszystkich odpowiednich koncepcji sezonowych i strategicznych, w tym dystrybucji według kanału, produktów, wprowadzeń kolorów oraz wyrobów sortowanych dla sprzedawanych towarów. Zapewniają oni realizację i wykonanie w ramach budżetu. Zarządzają i realizują cykl życia linii produktu i kategorii od określenia koncepcji przez sprzedaż i dystrybucję, udział w badaniach rynku, trendy przemysłowe mające wpływ na koncepcje i produkty kategorii.",1223.2.1.1,http://data.europa.eu/ux2/nace2.1/14
Occupation,http://data.europa.eu/esco/occupation/01d74409-5303-4b5c-8925-0cc21c4da8ee,2641,Autor tekstów medycznych,"autor tekstów medycznych technicznych
autor tekstów medycznych regulujących przepisy
redaktor medyczny
analityk informacji medycznych
współpracownik wydawnictw medycznych",,released,2023-10-24T15:54:20.773Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specjaliści do spraw sporządzania dokumentacji medycznej opracowują i przetwarzają dokumenty naukowe dotyczące kwestii medycznych. Współpracują z naukowcami, lekarzami i innymi pracownikami służby zdrowia.",2641.4.5,http://data.europa.eu/ux2/nace2.1/721
Occupation,http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,8131,operator separatora grawitacyjnego nitrogliceryny,,,released,2023-12-19T10:21:40.36Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorzy separatorów grawitacyjnych nitrogliceryny konserwują separator grawitacyjny, używany w procesie przetwarzania materiałów wybuchowych, kontrolując temperaturę i przepływ cieczy, w celu oddzielenia nitrogliceryny od zużytych kwasów.",8131.14,http://data.europa.eu/ux2/nace2.1/2059
Occupation,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,2149,inżynier biocybernetyki i inżynierii biomedycznej,inżynier biomedyczny,,released,2024-01-23T11:02:42.406Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Inżynierowie biocybernetyki i inżynierii biomedycznej łączą wiedzę na temat zasad inżynieryjnych i odkryć biologicznych na potrzeby rozwoju leczenia, leków i ogólnej opieki zdrowotnej. Mogą oni opracowywać rozwiązania, począwszy od poprawy komponentów w tradycyjnych produktach leczniczych aż po procesy powstawania zagnieżdżonych zarodków, a także do leczenia tkanek.",2149.5.1,"http://data.europa.eu/ux2/nace2.1/721,
http://data.europa.eu/ux2/nace2.1/7112"
Occupation,http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,3412,opiekun prawny,,,released,2024-01-16T15:56:09.562Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Opiekunowie prawni udzielają pomocy prawnej i wspomagają małoletnie dzieci, osoby upośledzone umysłowo lub ubezwłasnowolnione osoby dorosłe w życiu osobistym. Mogą zarządzać ich majątkiem, pomagać w codziennym zarządzaniu finansami i w zaspokojeniu potrzeb medycznych lub społecznych podopiecznego.",3412.2,http://data.europa.eu/ux2/nace2.1/691
Occupation,http://data.europa.eu/esco/occupation/02375132-3290-4221-bf55-d93ec61a3bf3,7318,tkacz,"operatorka krosien
operator krosien
tkaczka",,released,2024-01-03T13:36:26.002Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Tkacze realizują proces tkania przy użyciu tradycyjnych ręcznych maszyn tkackich (od jedwabiu po dywany, od splotów płaskich po żakardowe). Kontrolują stan maszyn i jakość materiału. Wytwarzają tkaniny takie jak tkaniny do produkcji odzieży i bielizny domowej lub do celów technicznych. Wykonują prace mechaniczne na maszynach wytwarzających tkaniny z przędzy, takie jak koce, dywany, ręczniki i materiały odzieżowe. Naprawiają krosna zgodnie z informacjami dostarczonymi przez tkacza i wypełniają arkusze kontroli krosna.
	",7318.6,http://data.europa.eu/ux2/nace2.1/132
Occupation,http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,7122,glazurnik,płytkarz kafelkarz,,released,2024-01-23T11:39:11.54Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Glazurnicy kładą płytki na ściany i podłogi. Tną płytki, aby uzyskać właściwy rozmiar i kształt, przygotowują powierzchnię i umieszczają płytki w miejscu, upewniając się, że są równo położone. Glazurnicy mogą również brać udział projektach artystycznych, które mogą obejmować wykonywanie mozaik.",7122.4,http://data.europa.eu/ux2/nace2.1/4333
Occupation,http://data.europa.eu/esco/occupation/0249b723-1d20-4ff9-8623-d20b98d0b4a4,1420,kierownik sklepu obuwniczego,"kierownik sklepu z artykułami kaletniczymi
kierownik zakładu szewskiego
kierownik sklepu z artykułami skórzanymi",,released,2024-01-26T11:45:55.696Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Kierownicy sklepów obuwniczych przyjmują na siebie odpowiedzialność za działania i personel w wyspecjalizowanych sklepach.,1420.4.38,http://data.europa.eu/ux2/nace2.1/4772
Occupation,http://data.europa.eu/esco/occupation/02609ece-cea3-43fa-bf38-b6fb821f28b2,1439,kierownik organizatorów wycieczek,"menedżer organizatorów wycieczek
koordynator organizatorów wycieczek
menedżer ds. organizatorów wycieczek
koordynator ds. organizatorów wycieczek
kierownik ds. organizatorów wycieczek",,released,2024-02-23T08:19:23.514Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Kierownicy organizatorów wycieczek są odpowiedzialni za zarządzanie pracownikami i działalność organizatorów wycieczek w związku z organizacją wycieczek i innych usług turystycznych.,1439.7,"http://data.europa.eu/ux2/nace2.1/799,
http://data.europa.eu/ux2/nace2.1/7912"
Occupation,http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,6123,pszczelarz,"hodowca zwierząt
pszczelarka
pszczelarze
hodowca pszczół",,released,2024-02-23T08:35:21.128Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Pszczelarze nadzorują chów i codzienną opiekę nad pszczołami. Dbają o zdrowie i dobrostan pszczół.,6123.1,http://data.europa.eu/ux2/nace2.1/0148
Occupation,http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7,3342,sekretarz prawny / sekretarka prawna,"sekretarz w kancelarii prawnej
sekretarka prawna
sekretarz prawny
sekretarka w kancelarii prawnej",,released,2024-01-26T14:54:54.775Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Sekretarze prawni / sekretarki prawne wykonują codzienne zadania administracyjne w firmach, biurach notariuszy i spółkach. Zajmują się takimi pracami, jak pisanie wiadomości e-mail, odpowiadanie na telefony oraz pisanie na klawiaturze. Wykonują te czynności w oparciu o wiedzę specjalistyczną oraz znajomość procedur i przepisów stosowanych w działach prawnych.",3342.2,"http://data.europa.eu/ux2/nace2.1/691,
http://data.europa.eu/ux2/nace2.1/8411,
http://data.europa.eu/ux2/nace2.1/701"
