conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/7180a7be-68cd-4636-8c12-706722ad8862,8132,technik fotograf,"fototechnik
technik laboratorium fotograficznego
specjalista ds. wywoływania zdjęć",,released,2024-01-23T10:10:43.196Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Technicy fotografowie stosują substancje chemiczne, przyrządy i techniki fotograficzne w ciemni w specjalistycznych pomieszczeniach w celu wywołania filmów fotograficznych do widzialnych obrazów.",8132.2,http://data.europa.eu/ux2/nace2.1/742
Occupation,http://data.europa.eu/esco/occupation/71898b81-fc2f-4a97-826d-f45e49a8160a,3435,asystent reżysera filmowego,"asystent techniczny realizatora programu
asystent operatora obrazu",,released,2024-01-25T11:09:05.943Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Asystenci reżysera filmowego są odpowiedzialni za organizację, sporządzenie harmonogramów i planowanie obsady, ekipy i czynności na planie. Wspierają oni reżyserów filmowych, prowadzą budżet i dopilnowują, aby wszystkie czynności związane z produkcją przebiegały zgodnie z harmonogramem.",3435.2,http://data.europa.eu/ux2/nace2.1/5911
Occupation,http://data.europa.eu/esco/occupation/718bba63-75b7-4b3a-9912-e201b729fe4c,8212,monter akumulatorów,,,released,2024-01-15T08:43:21.145Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Monterzy akumulatorów spawają i montują komponenty akumulatorów, takie jak części elektroniczne, przewody i osłonki ogniw, a także moduły baterii w zakładzie produkcyjnym.",8212.3.1,http://data.europa.eu/ux2/nace2.1/272
Occupation,http://data.europa.eu/esco/occupation/719f101d-1866-49d3-8d5c-2256f606a8b9,1330,kierownik do spraw transformacji cyfrowej,dyrektor ds transformacji cyfrowej,,released,2023-10-26T09:33:17.779Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Kierownicy do spraw transformacji cyfrowej to specjaliści odpowiedzialni za przyspieszenie transformacji cyfrowej w przedsiębiorstwie przez wdrażanie inicjatyw związanych z pojawiającymi się tendencjami i strategiami cyfrowymi w organizacji. Ponadto identyfikują nowe możliwości rynkowe w zakresie zrównoważonych innowacji i opracowują wytyczne dotyczące zapewnienia profesjonalnego przejścia na procesy biznesowe oparte na najnowszych technologiach. Kierownicy do spraw transformacji cyfrowej przekładają wymagania biznesowe i potrzeby rynku na rozwiązania cyfrowe.,1330.1.1.1,"http://data.europa.eu/ux2/nace2.1/622,
http://data.europa.eu/ux2/nace2.1/702"
Occupation,http://data.europa.eu/esco/occupation/71a98a24-e02b-4ba6-b4df-6556d7ae98cc,8143,operator maszyn do produkcji papierowych artykułów piśmiennych,operator maszyn do produkcji papierowych artykułów biurowych,,released,2024-01-23T10:11:13.34Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorzy maszyn do produkcji papierowych artykułów piśmiennych pracują z maszynami, które wykonują jedną lub więcej operacji na papierze tak, aby nadawał się na konkretne rynki, np. dziurkowanie, perforacje, zaginanie i zestawianie z kalką.",8143.8,http://data.europa.eu/ux2/nace2.1/1723
Occupation,http://data.europa.eu/esco/occupation/71bac871-7594-4d86-a19f-592079bd8154,5223,sprzedawca materiałów budowlanych,sprzedawczyni materiałów budowlanych,,released,2016-07-05T17:26:47Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Sprzedawcy materiałów budowlanych sprzedają materiały budowlane w wyspecjalizowanych sklepach.,5223.7.7,http://data.europa.eu/ux2/nace2.1/4752
Occupation,http://data.europa.eu/esco/occupation/71c3a49a-e55e-42ce-bd3f-31f37d3cfab6,3411,detektyw sklepowy,"pracownik ochrony osób i mienia
strażniczka
agent ochrony
pracownik ochrony
operator monitoringu przemysłowego
strażnik
operator systemu CCTV
ochroniarz",,released,2024-01-26T12:37:38.123Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Detektywi sklepowi monitorują działalność w sklepie w celu zapobiegania i wykrywania kradzieży w sklepach. Po zatrzymaniu danej osoby na gorącym uczynku podejmują wszelkie środki prawne, w tym powiadamiają policję.",3411.8.1,http://data.europa.eu/ux2/nace2.1/8001
Occupation,http://data.europa.eu/esco/occupation/71e4891f-48a6-435f-8897-208969fb4e44,3123,brygadzista robót pogłębiarskich,,,released,2024-01-25T08:58:47.279Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Brygadziści robót pogłębiarskich monitorują roboty związane z pogłębianiem. Dbają, aby roboty były realizowane zgodnie z przepisami i podejmują szybkie decyzje w celu rozwiązania problemów.",3123.1.10,http://data.europa.eu/ux2/nace2.1/4291
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,2211,lekarz podstawowej opieki zdrowotnej,,"lekarz – specjalista medycyny rodzinnej
lekarz rodzinny",released,2025-06-25T07:45:00.959Z,http://data.europa.eu/esco/regulated-professions/regulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Lekarze podstawowej opieki zdrowotnej promują zdrowie, zapobiegają, identyfikują choroby, diagnozują i leczą choroby oraz wspierają dochodzenie do siebie po chorobach fizycznych i psychicznych oraz zaburzeniach zdrowia wszelkiego rodzaju w odniesieniu do wszystkich osób bez względu na wiek, płeć lub rodzaj problemu zdrowotnego.",2211.1,http://data.europa.eu/ux2/nace2.1/8621
Occupation,http://data.europa.eu/esco/occupation/72149e37-f4f4-4570-8c17-27444160aa16,5223,sprzedawca obuwia i akcesoriów skórzanych,sprzedawczyni obuwia i akcesoriów skórzanych,,released,2016-07-05T17:14:14Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Sprzedawcy obuwia i akcesoriów skórzanych sprzedają obuwie w wyspecjalizowanych sklepach.,5223.7.31,http://data.europa.eu/ux2/nace2.1/4772
Occupation,http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f,1111,radny/radna,"członek rady miejskiej
radna
członek rady gminy
radny
członek rady dzielnicy
członek rady miasta",,released,2023-07-04T15:49:52.54Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Radni reprezentują mieszkańców miasta w radzie miasta i wykonują zadania ustawodawcze na szczeblu lokalnym. Analizują oni obawy mieszkańców i odpowiednio na nie reagują, a także reprezentują politykę i programy partii politycznych w radzie miasta. Komunikują się oni z urzędnikami rządowymi, aby zapewnić reprezentację miasta i jego programu oraz nadzorują wszystkie działania wchodzące w zakres odpowiedzialności rady miejskiej.",1111.1,http://data.europa.eu/ux2/nace2.1/8411
Occupation,http://data.europa.eu/esco/occupation/7235d075-ecf6-42ba-8a60-d7e79bbce152,8160,operator prasy do owoców,"operator prasy do tłoczenia soków
operator prasy ekstrakcji soków
operator prasy tłoczenia soków
operator prasy do ekstrakcji soków",,released,2024-01-16T09:40:26.346Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorzy pras do owoców obsługują prasy elektryczne do ekstrakcji soku z owoców. W tym celu rozprowadzają owoce równomiernie w tkaninie, przed umieszczeniem ich w prasie i trzymają worki filtrujące między częściami w maszynach, gotowe do procesu ekstrakcji. Odpowiadają oni za usuwanie worków filtrujących lub wózków z prasy i zrzutów pozostałości pulpy owocowej do pojemników.",8160.35,"http://data.europa.eu/ux2/nace2.1/1032,
http://data.europa.eu/ux2/nace2.1/1103"
Occupation,http://data.europa.eu/esco/occupation/72381086-cb6e-455e-a40b-ccb26550aab6,3131,elektroenergetyk,,,released,2024-01-24T15:25:48.764Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Elektroenergetycy utrzymują w ruchu i obsługują maszyny i urządzenia w elektrowniach i innych zakładach wytwarzających energię. Usuwają awarie, obsługują maszyny bezpośrednio lub z dyspozytorni oraz zajmują się materiałami związanymi z wytwarzaniem energii elektrycznej zgodnie z procedurami dotyczącymi bezpieczeństwa i ochrony środowiska. Ułatwiają współdziałanie instalacji elektroenergetycznych, zapewniając bezpieczną dystrybucję.",3131.3,"http://data.europa.eu/ux2/nace2.1/3512,
http://data.europa.eu/ux2/nace2.1/3511"
Occupation,http://data.europa.eu/esco/occupation/72413d91-f212-4ad6-bf95-8b78a37c041a,5142,specjalista ds. depilacji,sugarystka,,released,2024-01-16T14:36:26.243Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specjaliści ds. depilacji oferują klientom usługi kosmetyczne w zakresie usuwania zbędnego owłosienia z różnych części ciała. Mogą stosować różne techniki tymczasowego usuwania włosków, takie jak depilacja i epilacja lub trwałe metody usuwania owłosienia, takie jak depilacja elektrolizą lub intensywnym światłem pulsującym.",5142.3,http://data.europa.eu/ux2/nace2.1/9621
Occupation,http://data.europa.eu/esco/occupation/725090a7-9943-4dae-8079-a6999d21ddba,2431,specjalista ds. obsługi klienta,"specjalista ds. relacji z klientami
menedżer ds relacji z klientami
przedstawiciel obsługi klienta
menedżer CRM
menedżer klienta
pracownik obsługi klienta
kierownik obsługi klienta
kierownik ds relacji z klientami
menedżer ds. relacji z klientami",,released,2024-01-17T16:09:23.576Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specjaliści ds. obsługi klienta pośredniczą między firmą a jej klientami. Dbają o zadowolenie klientów, udzielając im wskazówek i wyjaśnień na temat rozliczeń i usług otrzymanych przez firmę. Inne możliwe zadania obejmują opracowywanie planów i przedstawianie propozycji.",2431.6,"http://data.europa.eu/ux2/nace2.1/701,
http://data.europa.eu/ux2/nace2.1/G"
Occupation,http://data.europa.eu/esco/occupation/7259dc48-004a-4ceb-aa4e-5bbd548c2397,7126,technik instalacji i urządzeń grzewczych,,,released,2021-12-10T22:58:52.193Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Technicy instalacji i urządzeń grzewczych zajmują się instalacją i utrzymaniem instalacji i urządzeń gazowych, elektrycznych, grzewczych na paliwa stałe i wielopaliwowe oraz wentylacyjne działających jako samodzielne systemy grzewcze i wentylacyjne lub wbudowanych w maszyny i urządzenia transportowe. Postępują zgodnie z instrukcjami i planami, wykonują prace w zakresie utrzymania systemów, przeprowadzają kontrole bezpieczeństwa i dokonują napraw systemów.
    ",7126.4,http://data.europa.eu/ux2/nace2.1/4322
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,2120,matematyk,,,released,2024-01-23T10:55:32.156Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Matematycy studiują i pogłębiają istniejące teorie matematyczne w celu poszerzenia wiedzy i znalezienia nowych paradygmatów w tej dziedzinie. Mogą oni stosować tę wiedzę do wyzwań związanych z projektami inżynieryjnymi i naukowymi w celu zagwarantowania, że pomiary, ilości i prawa matematyczne okażą się wykonalne.",2120.5,"http://data.europa.eu/ux2/nace2.1/721,
http://data.europa.eu/ux2/nace2.1/722"
Occupation,http://data.europa.eu/esco/occupation/7284ccbf-e2fd-4e2f-8bbf-bc54eab610d5,2412,zarządzający funduszem osobistym,menedżer funduszu osobistego,,released,2024-01-16T14:34:36.673Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Zarządzający funduszem osobistym monitorują i administrują funduszami osobistymi. Dokonują odpowiedniej interpretacji dokumentów powierniczych i testamentowych, współpracują z doradcami finansowymi w celu określenia celu inwestycyjnego dla osiągnięcia celów w zakresie zaufania, koordynowania zakupu i sprzedaży papierów wartościowych na rzecz osób odpowiedzialnych za zarządzanie rachunkiem oraz dokonywania regularnych przeglądów sprawozdań finansowych klientów.",2412.8,"http://data.europa.eu/ux2/nace2.1/663,
http://data.europa.eu/ux2/nace2.1/643"
Occupation,http://data.europa.eu/esco/occupation/728b9e5b-3da4-4dbd-ac36-614ebdb6c8c0,8171,operator maszyn do flotacyjnego odbarwiania makulatury,operator maszyn flotacyjnych do odbarwiania makulatury,,released,2024-01-23T10:12:34.435Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorzy maszyn do flotacyjnego odbarwiania makulatury dozorują zbiornik, który pobiera papier z recyklingu i miesza go z wodą. Roztwór jest doprowadzany do temperatury około 50°C, po czym do zbiornika są wdmuchiwane pęcherzyki powietrza. Pęcherzyki powietrza podnoszą cząstki farb drukarskich na powierzchnię zawiesiny i tworzą pianę, która jest następnie usuwana.",8171.3,http://data.europa.eu/ux2/nace2.1/1711
Occupation,http://data.europa.eu/esco/occupation/72913ee1-1696-4d74-b26f-681d17887c58,2263,koordynator ds. zarządzania kryzysowego,,,released,2024-01-25T10:40:44.071Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Koordynatorzy ds. zarządzania kryzysowego analizują potencjalne zagrożenia, takie jak klęski żywiołowe i sytuacje awaryjne dla społeczności lub instytucji oraz opracowują strategię reagowania na te zagrożenia. Przedstawiają wytyczne dotyczące reagowania na wypadek sytuacji nadzwyczajnej w celu zmniejszenia skutków. Informują strony o ryzykach związanych z tymi wytycznymi. Testują również plany reagowania i zapewniają dostępność niezbędnych dostaw i wyposażenia zgodnie z przepisami dotyczącymi zdrowia i bezpieczeństwa.",2263.1,http://data.europa.eu/ux2/nace2.1/861
Occupation,http://data.europa.eu/esco/occupation/72add02e-ae39-4dfb-8047-ced4c1a347f5,2642,fotoedytor,fotoedytor prasowy,,released,2024-01-26T11:17:04.859Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Fotoedytorzy wybierają i zatwierdzają zdjęcia i ilustracje do gazet, czasopism i magazynów. Fotoedytorzy dbają o to, aby zdjęcia zostały dostarczone w terminie umożliwiającym ich publikację.",2642.1.14,"http://data.europa.eu/ux2/nace2.1/5912,
http://data.europa.eu/ux2/nace2.1/742"
Occupation,http://data.europa.eu/esco/occupation/72bcb223-da77-4ed5-a03a-796fd5ece728,2355,nauczyciel sztuk wizualnych/nauczycielka sztuk wizualnych,"nauczycielka sztuk wizualnych
instruktorka sztuk wizualnych
instruktor sztuk wizualnych
nauczyciel sztuk wizualnych",,released,2024-01-25T10:50:41.896Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Nauczyciele sztuk wizualnych instruują uczniów w różnych stylach sztuk wizualnych, takich jak rysowanie, malowanie i rzeźbienie, w kontekście rekreacyjnym. Przekazują uczniom przegląd historii sztuki, ale przede wszystkim koncentrują się na praktycznym podejściu do swoich kursów, w ramach których pomagają uczniom eksperymentować z różnymi technikami artystycznymi oraz pomagają je opanować, a także zachęcają do rozwijania własnego stylu.",2355.6,http://data.europa.eu/ux2/nace2.1/8552
Occupation,http://data.europa.eu/esco/occupation/72d03aad-2003-404e-ae71-a37206e3566b,7318,rękodzielnik wyrobów skórzanych,,,released,2024-01-25T14:09:58.978Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Rękodzielnicy wyrobów skórzanych wytwarzają wyroby skórzane lub części wyrobów skórzanych ręcznie, zgodnie ze specyfikacją klienta lub swoim własnym projektem. Naprawiają wyroby skórzane, takie jak buty, torby i rękawice.",7318.5,"http://data.europa.eu/ux2/nace2.1/1512,
http://data.europa.eu/ux2/nace2.1/1424"
Occupation,http://data.europa.eu/esco/occupation/72d1e9ca-294c-4349-90ed-f99541d447d0,1324,kierownik ds. dystrybucji towarów specjalistycznych,,,released,2024-01-16T13:11:45.733Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Kierownicy ds. dystrybucji towarów specjalistycznych planują, koordynują i zarządzają dystrybucją towarów specjalistycznych do różnych punktów sprzedaży. Nadzorują pracowników i zapewniają sprawne funkcjonowanie operacji, takich jak przechowywanie, transport i dostawa towarów specjalistycznych.",1324.3.1.6,"http://data.europa.eu/ux2/nace2.1/521,
http://data.europa.eu/ux2/nace2.1/46,
http://data.europa.eu/ux2/nace2.1/5225"
Occupation,http://data.europa.eu/esco/occupation/72d4b5a3-5458-41e5-8b4e-cb4fb3fd0fbc,3331,"specjalista ds. importu i eksportu cukru, czekolady i pozostałych wyrobów cukierniczych oraz piekarniczych",,,released,2024-01-26T09:55:19.562Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specjaliści ds. importu i eksportu cukru, czekolady i pozostałych wyrobów cukierniczych oraz piekarniczych posiadają i stosują dogłębną wiedzę na temat przywozu i wywozu towarów, w tym o odprawie celnej i dokumentacji.",3331.2.1.29,http://data.europa.eu/ux2/nace2.1/4636
Occupation,http://data.europa.eu/esco/occupation/72f4abfe-5337-49be-b9b8-32096fc2ca1f,7312,korektor instrumentów muzycznych,"technik instrumentów muzycznych
stroiciel instrumentów muzycznych
naprawiacz instrumentów muzycznych",,released,2024-01-24T09:29:49.613Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Korektorzy instrumentów muzycznych pomagają muzykom i wspierają ich przed występem, w jego trakcie i po występie w celu zapewnienia prawidłowego ustawienia instrumentów i podłączonego do nich wyposażenia, tzw. backline. Dokonują konserwacji, strojenia i napraw instrumentów oraz pomagają w szybkim wprowadzaniu zmian. 
 ",7312.2,http://data.europa.eu/ux2/nace2.1/9039
Occupation,http://data.europa.eu/esco/occupation/7309ab2d-e2ba-4ccb-b658-6b0a8bd8c4eb,8160,operator pieca do prażenia słodu,"operator prażalnika
specjalista ds. prażenia słodu
operator pieca prażalniczego
specjalista w zakresie prażenia słodu",,released,2024-01-24T09:18:32.549Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorzy pieców do prażenia słodu obsługują maszyny i urządzenia, nadzorując, czy utrzymywane są określone parametry prażenia podczas operacji prażenia ziaren.",8160.43,http://data.europa.eu/ux2/nace2.1/1106
Occupation,http://data.europa.eu/esco/occupation/731ecac4-06e8-4ec2-a559-101fecbd9183,9112,pokojowy/pokojowa,"serwis sprzątający
pracownik serwisu sprzątającego
pokojowa
opiekun pokoju
pokojowy",,released,2024-01-16T11:26:29.258Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Pokojowi/pokojowe czyszczą, porządkują pokoje gościnne i inne obszary publiczne, w zależności od zaleceń, i uzupełniają w nich zapasy.",9112.4,http://data.europa.eu/ux2/nace2.1/551
Occupation,http://data.europa.eu/esco/occupation/731f38f1-b08f-4dd5-a25e-f8627c038273,2519,tester integracji technologii informacyjno-telekomunikacyjnych,"tester integralności
testerzy integracji
tester integracji programów komputerowych
tester zgodności oprogramowania
tester integracji aplikacji",,released,2024-01-26T14:53:42.485Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Testerzy integracji technologii informacyjno-telekomunikacyjnych przeprowadzają testy w grupach elementów systemu, jednostek, a nawet zastosowań. Grupy do testów obejmują większe pule i są uwzględniane w planach testów integracji. Testerzy integracji technologii informacyjno-telekomunikacyjnych nadzorują złożoność relacji między poszczególnymi elementami.",2519.7.3,http://data.europa.eu/ux2/nace2.1/621
Occupation,http://data.europa.eu/esco/occupation/7324e9f5-0f94-497e-af2f-42142e939a94,7533,hafciarz/hafciarka,"hafciarka
operatorka maszyny haftującej
hafciarz
operator maszyny haftującej",,released,2024-01-25T14:45:27.807Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Hafciarze/hafciarki projektują i dekorują powierzchnie tekstylne ręcznie lub za pomocą maszyny haftującej. Stosują oni szereg tradycyjnych technik wyszywania do wytwarzania złożonych wzorów na odzieży, dodatkach oraz artykułach do dekoracji domu. Profesjonalni hafciarze/hafciarki łączą tradycyjne umiejętności w zakresie szycia z nowoczesnym oprogramowaniem w celu projektowania i tworzenia ozdób określonych przedmiotów.",7533.2,http://data.europa.eu/ux2/nace2.1/1399
Occupation,http://data.europa.eu/esco/occupation/73270b73-8c71-445f-a8d3-4647b1ae38d0,8143,operator maszyn do produkcji toreb papierowych,"operator torebkarki
operator maszyn do produkcji torebek papierowych",,released,2024-01-23T10:10:57.591Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorzy maszyn do produkcji toreb papierowych dozorują maszynę, która pobiera papier, zagina go i klei w celu wytworzenia toreb papierowych o różnych rozmiarach, kształtach i stopniach wytrzymałości.",8143.4,http://data.europa.eu/ux2/nace2.1/1721
Occupation,http://data.europa.eu/esco/occupation/73357956-f607-4baa-9ce6-03beb9b39da2,5223,specjalista ds. administracji sprzedaży,"ekspedytor sprzedaży internetowej
ekspedytor sprzedaży wysyłkowej
specjalistka ds. administracji sprzedaży",,released,2024-02-06T13:42:42.833Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Specjaliści ds. administracji sprzedaży zajmują się obsługą sprzedaży, wybierają kanały dostaw, realizują zamówienia i informują klientów o wysyłce i procedurach. Kontaktują się z klientami w celu uzupełnienia brakujących danych i/lub uzyskania dodatkowych informacji.",5223.5,http://data.europa.eu/ux2/nace2.1/479
Occupation,http://data.europa.eu/esco/occupation/733d65ac-250b-45d7-ba3c-cc5f48e9e11d,7223,operator urządzeń do obróbki laserowej,operator urządzeń do znakowania laserowego,,released,2024-01-16T16:15:50.956Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Operatorzy urządzeń do obróbki laserowej konfigurują i obsługują urządzenia do obróbki laserowej i grawerowania laserowego przeznaczone do precyzyjnego wycinania wzorów na powierzchni detalu metalowego przy użyciu sterownika ruchomego oraz zamontowanego na nim źródła wiązki lasera do grawerowania, który obrysowuje wzory na powierzchni detalu metalowego. Konfigurują maszynę pod względem intensywności, kierunku i prędkości ruchu wiązki laserowej. Zapewniają również, że ploter laserowy, używany do wykonywania grawerowania laserowego i prowadzenia wiązki laserowej, jest właściwie ustawiony.",7223.10,http://data.europa.eu/ux2/nace2.1/2553
Occupation,http://data.europa.eu/esco/occupation/734bb387-ea3a-4c62-abc1-05f894d51921,2320,nauczyciel kształcenia zawodowego w zakresie laboratoryjnej technologii medycznej/nauczycielka kształcenia zawodowego w zakresie laboratoryjnej technologii medycznej,"nauczyciel przedmiotów zawodowych medycznych
nauczyciel kształcenia zawodowego w zakresie laboratoryjnej technologii medycznej
nauczycielka kształcenia zawodowego w zakresie laboratoryjnej technologii medycznej",,released,2024-01-25T10:49:02.449Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Nauczyciele kształcenia zawodowego w zakresie laboratoryjnej technologii medycznej instruują uczniów w swojej specjalistycznej dziedzinie nauki, laboratoryjnej technologii medycznej, która ma charakter głównie praktyczny. Przekazują oni teoretyczne instrukcje dotyczące praktycznych umiejętności i technik, które studenci muszą opanować w dziedzinie laboratoryjnej technologii medycznej. Nauczyciele kształcenia zawodowego w zakresie laboratoryjnej technologii medycznej monitorują postępy uczniów, w razie konieczności indywidualnie pomagają i oceniają ich wiedzę i wyniki w dziedzinie laboratoryjnej technologii medycznej, dzięki zadaniom, testom i egzaminom.",2320.1.18,http://data.europa.eu/ux2/nace2.1/8532
Occupation,http://data.europa.eu/esco/occupation/737c1795-844b-43ad-95b2-1bf0e8c14ddf,8182,palacz kotłów parowych,"operator kotłów parowych
operator ds bezpieczeństwa elektrowni parowej
pracownik utrzymania ruchu elektrowni parowej
operator elektrowni parowej
operator chłodnictwa strumieniowego parowego
operator ogrzewania parowego
technik elektrowni parowej
operator konserwacji elektrowni parowej
maszynista kotłów parowych
operator kotła parowego
pracownik elektrowni parowej",,released,2023-12-19T10:44:54.726Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Palacze kotłów parowych obsługują i konserwują urządzenia mechaniczne, takie jak silniki stacjonarne i kotły, w celu dostarczania mediów do użytku domowego lub przemysłowego. Monitorują oni działania w celu zapewnienia zgodności z przepisami bezpieczeństwa oraz przeprowadzają testy w celu zagwarantowania jakości.",8182.2,http://data.europa.eu/ux2/nace2.1/3311
